site,fire.x,lat,lon,decid.dens.pre,decid.bio.pre,spruce.dens.pre,spruce.bio.pre,rel.decid.dens.pre,rel.decid.bio.pre,decid.dens.post,decid.bio.post,spruce.dens.post,spruce.bio.post,rel.decid.dens.post,rel.decid.bio.post,new.bio.dens,traj.20,postsol.depth,presol.depth,lostsol.depth,presol.c,postsol.c,lostsol.c,preabove.c,prebelow.c,pretot.c.new,preabove.n,prebelow.n,pretot.n.new,preabove.cn,prebelow.cn,pretot.cn.new,postabove.c,postbelow.c,posttot.c.new,postabove.n,postbelow.n,posttot.n.new,postabove.cn,postbelow.cn,posttot.cn.new,lostabove.c,lostbelow.c,losttot.c.new,lostabove.n,lostbelow.n,losttot.n.new,lostabove.cn,lostbelow.cn,losttot.cn.new
BF86,BF,65.1424,147.4649,0.008333333,103.5937819,1.21,2968.360581,0.006839945,0.033722435,25.2,29.43,16.3,9.58,0.607228916,0.754421943,0.68082543,Deciduous,4.772727273,23.45454545,18.68181818,5687.8766,1316.69548,4371.18112,1155.211058,5730.8766,6886.087658,7.969100587,167.94432,175.9134206,144.9612846,34.12367027,39.14475448,670.9910233,1359.69548,2030.686503,1.627095795,38.03655,39.6636458,412.3856907,35.74707696,51.19767643,537.7585704,4414.18112,4951.93969,6.380185977,130.41777,136.797956,84.28572025,33.84646985,36.19893042
BF87,BF,65.14189,147.46556,0.008333333,1241.664257,0.23,4151.105735,0.034965034,0.2302461,52.1,132.03,6.6,3.09,0.887563884,0.977131439,0.932347662,Deciduous,1.863636364,26.72727273,24.86363636,7780.66114,959.99219,6820.66895,2420.182383,7823.66114,10243.84352,12.05074506,260.93622,272.9869651,200.8325934,29.98304007,37.52502806,1837.606908,1002.99219,2840.599098,4.999592904,39.33353,44.3331229,367.5513073,25.49967394,64.07396799,825.5187541,6863.66895,7689.187704,7.211362691,222.11269,229.3240527,114.4747241,30.90174159,33.52979164
BF88,BF,65.15116,147.34464,0.016666667,66.7086957,0.72,710.5577208,0.022624435,0.08582475,1.1,11.23,6.3,1.29,0.148648649,0.896964856,0.522806753,Mixed,22.4,36.01818182,13.61818182,9033.667195,6114.376364,2919.290831,380.9130167,9076.667195,9457.580212,2.295645747,302.425174,304.7208197,165.9284832,30.01293535,31.03686916,346.2526867,6157.376364,6503.629051,1.206528138,209.035682,210.2422101,286.9826868,29.45610197,30.93398346,109.1715883,2962.290831,3071.462419,1.108013199,96.228267,97.3362802,98.52914063,30.78399854,31.55516538
BF89,BF,65.15008,147.34393,0.066666667,411.8343191,1.35,1888.17899,0.047058824,0.179057363,0,0,2.6,0.1,0,0,0,Spruce,25.49545455,40.42727273,14.93181818,10149.72362,6373.911818,3775.811804,747.2178833,10192.72362,10939.9415,4.566029947,340.416283,344.9823129,163.647171,29.94193912,31.71160112,534.2944117,6416.911818,6951.20623,1.384851909,212.164,213.5488519,385.8133915,30.24505485,32.55089488,287.1961175,3818.811804,4106.007922,3.217336395,128.762283,131.9796194,89.26518158,29.65784479,31.1109241
BF90,BF,65.15439,147.3412,0,0,0.67,505.9405892,0,0,0.1,12.34,6.5,2.86,0.015151515,0.811842105,0.41349681,Mixed,18.1,29.38181818,11.28181818,7353.829685,5370.574545,1983.25514,208.7886167,7396.829685,7605.618302,0.983480893,245.242682,246.2261629,212.2955496,30.16126567,30.88874965,183.3173133,5413.574545,5596.891858,0.491557119,190.579773,191.0713301,372.9318653,28.40581904,29.2921594,58.77762,2026.25514,2085.03276,0.510790338,63.142808,63.65359834,115.0719104,32.0900385,32.75592919
DC30,DC,66.31539,150.40571,0,0,0.08,33.30200279,0,0,2.7,364.49,0.6,26.01,0.818181818,0.933393086,0.875787452,Deciduous,2.05,20.8125,18.7625,5754.95609,1165.1118,4589.84429,2.213541667,5797.95609,5800.169632,0.027795833,189.68722,189.7150158,79.63573774,30.56587624,30.57306564,2.067708333,1208.1118,1210.179508,0.014219271,46.41032,46.42453927,145.4159171,26.03110257,26.06766868,0.8984375,4632.84429,4633.742728,0.013385938,143.7869,143.8002859,67.11800847,32.22021123,32.22345976
DC31,DC,66.31533,150.39721,0,0,0.17,1739.403065,0,0,0.7,2.01,0.4,0.26,0.636363636,0.885462555,0.760913096,Deciduous,1.818181818,15.94444444,14.12626263,5260.19977,383.85496,4876.34481,1261.741083,5303.19977,6564.940853,6.212097503,175.51824,181.7303375,203.1103154,30.21452226,36.12462808,965.4914008,426.85496,1392.346361,2.481463916,15.6439,18.12536392,389.0813784,27.28571264,76.81756721,425.1971367,4919.34481,5344.541947,3.815583289,160.38434,164.1999233,111.4369952,30.67222654,32.54899174
DC32,DC,66.28177,150.35849,0,0,0.87,5349.104089,0,0,0,0,6,0.23,0,0,0,Spruce,12.29090909,27.29090909,15,6824.565813,3912.834545,2911.731267,2737.038517,6867.565813,9604.60433,14.12884109,227.22628,241.3551211,193.719959,30.22346629,39.79449156,2659.089022,3955.834545,6614.923567,9.62710688,142.531955,152.1590619,276.2085282,27.7540187,43.47374047,651.9132033,2954.731267,3606.64447,4.6756857,87.268433,91.9441187,139.4262243,33.85796176,39.22648367
DC33,DC,66.26538,150.33509,0,0,1.97,6200.478251,0,0,0,0,2.6,6.12,0,0,0,Spruce,12.6,20.34285714,7.742857143,5065.831826,3120.508571,1945.323254,1120.40605,5108.831826,6229.237876,6.293229122,167.358112,173.6513411,178.0335704,30.52634715,35.87209771,1230.622526,3163.508571,4394.131097,5.25798102,99.787143,105.045124,234.0484915,31.70256684,41.83089066,204.9246831,1988.323254,2193.247937,1.097269754,68.080969,69.17823875,186.7587094,29.20527253,31.70430437
DC34,DC,66.20925,150.27001,0,0,0.04,0,0,0,0.5,12.77,0.6,2.15,0.454545455,0.855898123,0.655221789,Mixed,12.95,24.59090909,11.64090909,8222.73716,7270.93647,951.80069,2.213541667,8265.73716,8267.950702,0.027795833,288.54446,288.5722558,79.63573774,28.64632078,28.65123218,2.067708333,7313.93647,7316.004178,0.014219271,283.47551,283.4897293,145.4159171,25.80094651,25.80694615,0.8984375,994.80069,995.6991275,0.013385938,5.57895,5.592335938,67.11800847,178.3132471,178.0470878
DC35,DC,66.21316,150.26391,0,0,0.83,1168.231305,0,0,0.9,5.77,7.8,14.53,0.103448276,0.284236453,0.193842365,Spruce,19.81818182,27.86363636,8.045454545,6362.78985,4903.41547,1459.37438,252.7612,6405.78985,6658.55105,1.75129293,234.54642,236.2977129,144.3283392,27.31139469,28.17865212,151.2382017,4946.41547,5097.653672,0.398327519,212.65789,213.0562175,379.6830359,23.25996684,23.92633142,115.8523504,1502.37438,1618.22673,1.361383043,22.39853,23.75991304,85.09901089,67.0746866,68.10743488
DC36,DC,66.21492,150.25723,0.016666667,633.1187644,0.5,3009.492168,0.032258065,0.173809055,3.1,29.07,17.2,7.84,0.15270936,0.787591439,0.4701504,Mixed,7.231818182,24.83636364,17.60454545,6203.256049,2332.277273,3870.978776,1145.883633,6246.256049,7392.139682,6.23300524,206.076591,212.3095962,183.8412754,30.31036188,34.81773699,1065.45118,2375.277273,3440.728453,3.681018393,85.037,88.71801839,289.4446771,27.93227975,38.7827469,302.1658033,3913.978776,4216.144579,2.619455167,121.549591,124.1690462,115.3544474,32.20067418,33.95487611
DC37,DC,66.20771,150.2349,0.058333333,2375.845878,0.78,4965.186684,0.069582505,0.323639196,9.5,57.54,8.8,6.62,0.519125683,0.896820449,0.707973066,Deciduous,1.181818182,21.45454545,20.27272727,6857.63215,428.70749,6428.92466,3332.401333,6900.63215,10233.03348,16.28595944,229.68904,245.9749994,204.6180543,30.04336711,41.60192502,2333.475684,471.70749,2805.183174,5.617620129,17.41226,23.02988013,415.3850973,27.09053793,121.8062429,1228.898364,6471.92466,7700.823024,10.89500324,212.78678,223.6817832,112.7946763,30.4150693,34.4275824
DC38,DC,66.19166,150.2168,0,0,1.4,4077.293349,0,0,2.4,4.13,24,5.96,0.090909091,0.409316155,0.250112623,Spruce,8.645454545,21.65454545,13.00909091,5397.854504,2766.636364,2631.21814,2686.934125,5440.854504,8127.788629,16.21074206,178.660327,194.8710691,165.7502238,30.45362446,41.70854436,1595.204595,2809.636364,4404.840959,3.725370619,99.831773,103.5571436,428.2002405,28.14370896,42.53536555,1188.574086,2674.21814,3862.792226,12.6185174,79.338554,91.9570714,94.19284757,33.70641391,42.00647288
DC39,DC,66.16861,150.20422,0.008333333,13.38263298,2.03,2318.30911,0.004088307,0.005739452,6.2,61.06,22.2,11.78,0.218309859,0.838275673,0.528292766,Mixed,7.318181818,19.63636364,12.31818182,5796.34438,1268.15569,4528.18869,973.8792333,5839.34438,6813.223613,6.42445943,190.35303,196.7774894,151.5892884,30.67639312,34.62399908,561.4123417,1311.15569,1872.568032,1.260795752,41.18879,42.44958575,445.2841317,31.83282854,44.1127516,450.2452688,4571.18869,5021.433959,5.202900826,149.67424,154.8771408,86.53735365,30.540918,32.42204713
DC40,DC,66.16364,150.20207,0.083333333,505.8487535,1.31,3329.169064,0.059808612,0.131902582,24.1,20.02,6.5,0.4,0.787581699,0.980411361,0.88399653,Deciduous,0,14.77272727,14.77272727,4967.76038,283.15377,4684.60661,1458.708258,5010.76038,6469.468638,8.538293783,165.60127,174.1395638,170.8430625,30.2579828,37.15105572,975.1182975,326.15377,1301.272068,2.628067444,11.67364,14.30170744,371.0400582,27.93933769,90.98718266,585.7294984,4727.60661,5313.336108,5.98491494,154.43763,160.4225449,97.8676396,30.61175317,33.12088155
DC41,DC,66.15536,150.18442,0,0,2.08,1811.431747,0,0,5.8,65.89,13.4,16.48,0.302083333,0.799927158,0.551005246,Mixed,6.727272727,19.51818182,12.79090909,4857.084895,2374.345455,2482.73944,1152.09465,4900.084895,6052.179545,7.98426178,160.252264,168.2365258,144.2957009,30.57732086,35.97423043,614.3762975,2417.345455,3031.721753,1.319404694,88.471182,89.79058669,465.6465907,27.32353519,33.76436065,568.3152275,2525.73944,3094.054668,6.707414376,74.775796,81.48321038,84.72940475,33.77749987,37.97168341
DC42,DC,66.15127,150.18096,0,0,1.83,7455.707754,0,0,26.2,20.41,8.6,0.71,0.752873563,0.966382576,0.85962807,Deciduous,3.113636364,15.50909091,12.39545455,3842.278947,1021.140909,2821.138038,4169.93075,3885.278947,8055.209697,23.25221148,125.707772,148.9599835,179.3348024,30.9072294,54.07633318,2262.278332,1064.140909,3326.419241,4.507140247,37.921182,42.42832225,501.9320918,28.06191297,78.40091394,1916.360627,2864.138038,4780.498665,18.97637732,89.956638,108.9330153,100.9866422,31.83909605,43.88475478
DC43,DC,66.14552,150.17628,0.016666667,0,1.12,278.6142876,0.014662757,0,0.2,0.83,5.3,2.29,0.036363636,0.266025641,0.151194639,Spruce,20.75454545,30.97272727,10.21818182,7756.530458,6872.929091,990.941911,180.948575,7799.530458,7980.479033,1.5361549,258.950813,260.4869679,117.7931828,30.11973729,30.63676888,92.368375,6915.929091,7008.297466,0.261764568,249.555455,249.8172196,352.8681353,27.71299506,28.05370053,97.7946375,1033.941911,1131.736549,1.275839408,32.085358,33.36119741,76.65121244,32.22472727,33.92373885
DC44,DC,66.14079,150.17242,0.016666667,52.2841942,2.13,1728.332102,0.007763975,0.029362976,1.8,49.74,16.9,6.99,0.096256684,0.87678477,0.486520727,Mixed,9.227272727,16.09090909,6.863636364,5118.6259,2496.76234,2621.86356,881.2007,5161.6259,6042.8266,5.52558539,170.39292,175.9185054,159.4764424,30.29249044,34.35014745,638.8033317,2539.76234,3178.565672,1.96840376,97.34752,99.31592376,324.5286077,26.08964604,32.00459253,336.9626392,2664.86356,3001.826199,3.597604275,73.5554,77.15300428,93.66306393,36.22933952,38.90744408
DC46,DC,66.10976,150.15785,0.016666667,18.54586,1.29,2798.339007,0.012755102,0.006583819,3.7,62.95,9.2,9.38,0.286821705,0.870316604,0.578569155,Mixed,1.090909091,9.772727273,8.681818182,3712.41077,325.71135,3386.69942,1438.819633,3755.41077,5194.230403,8.485745837,123.0309,131.5166458,169.5572388,30.52412662,39.49485154,1073.573924,368.71135,1442.285274,3.296150604,13.35152,16.6476706,325.7053615,27.61568346,86.63586085,523.2011163,3429.69942,3952.900536,5.262433068,110.18938,115.4518131,99.42190419,31.12549885,34.23853148
DC47,DC,66.11998,150.16491,0,0,0.28,220.5393007,0,0,0,0,6.4,8.76,0,0,0,Spruce,15.98888889,33.2,17.21111111,8320.31154,6165.322222,2274.814282,131.0428167,8363.31154,8494.354357,0.567108507,278.142198,278.7093065,231.0718585,30.06847433,30.47746939,130.6976083,6208.322222,6339.01983,0.397443679,233.810778,234.2082217,328.8456081,26.5527632,27.06574425,28.14875,2317.814282,2345.963032,0.183205831,65.216409,65.39961483,153.6454918,35.5403543,35.87120563
DC48,DC,66.10866,150.15698,0,0,0.57,2695.833975,0,0,7.3,92.77,8.4,13.1,0.464968153,0.876263342,0.670615748,Deciduous,2.7,17.10909091,14.40909091,4247.280867,830.62,3416.660867,958.5641667,4290.280867,5248.845034,6.024400433,139.494236,145.5186364,159.1136209,30.75597236,36.06991628,502.604675,873.62,1376.224675,0.99445115,30.393,31.38745115,505.4091144,28.74411871,43.84633427,461.3385917,3459.660867,3920.999459,5.071626,109.611236,114.682862,90.9646318,31.563013,34.18993379
DC49,DC,66.10515,150.15355,0,0,1.75,1984.022011,0,0,3,3.06,24.4,13.13,0.109489051,0.189005559,0.149247305,Spruce,12.86363636,21.22727273,8.363636364,5481.24491,3311.2324,2170.01251,675.9995833,5524.24491,6200.244493,4.565888637,183.54479,188.1106786,148.0543301,30.09753047,32.96061945,595.81565,3354.2324,3950.04805,2.415094704,123.7529,126.1679947,246.7048804,27.10427311,31.30784522,211.1394333,2213.01251,2424.151943,2.176616718,60.30189,62.47850672,97.00349701,36.69889136,38.79977404
DC50,DC,66.08579,150.16491,0,0,0.26,276.2638949,0,0,5,0,12.4,1.02,0.287356322,0,0.143678161,Spruce,23.87727273,38.38181818,14.50454545,9631.965485,8022.359091,1609.606395,231.5828667,9674.965485,9906.548352,1.495118987,322.791542,324.286661,154.8925997,29.97279738,30.54873833,244.3292867,8065.359091,8309.688378,1.103249869,290.523,291.6262499,221.4632365,27.76151661,28.49430866,51.14946333,1652.606395,1703.755858,0.400623745,41.641214,42.04183775,127.6745674,39.68679672,40.52524699
DC51,DC,66.07446,150.16788,0.1,935.4532729,0.36,1271.933949,0.217391304,0.423783043,3.2,215.78,1.4,8.68,0.695652174,0.961329413,0.828490794,Deciduous,1,8.227272727,7.227272727,3324.39362,372.91257,2951.48105,631.9572417,3367.39362,3999.350862,3.283551143,109.87278,113.1563311,192.4615193,30.64811521,35.34358901,454.8709492,415.91257,870.7835192,0.940096569,15.21248,16.15257657,483.8555572,27.34022132,53.90988338,230.2797196,2994.48105,3224.76077,2.383111821,95.1703,97.55341182,96.62984236,31.46444899,33.05636071
DC52,DC,66.07288,150.16742,0.033333333,476.1274679,1.35,3702.878375,0.024096385,0.11393319,17.4,34.46,7.1,14.25,0.710204082,0.707452269,0.708828176,Deciduous,3.8,9.033333333,5.233333333,2203.09504,967.24,1235.85504,2268.11755,2246.09504,4514.21259,13.16217131,69.909148,83.07131931,172.3209261,32.12877147,54.34140962,1418.306715,1010.24,2428.546715,3.057290359,33.792,36.84929036,463.9097202,29.89583333,65.90484352,958.0947475,1278.85504,2236.949788,10.22359329,36.627148,46.85074129,93.71409057,34.91549601,47.74630509
DC53,DC,66.07199,150.16674,0.008333333,8.082113449,0.96,5415.824799,0.008605852,0.001490091,9.1,29.13,3.4,0.92,0.728,0.969384359,0.84869218,Deciduous,1.272727273,15.04545455,13.77272727,5036.23399,464.99272,4571.24127,3153.625783,5079.23399,8232.859773,16.2061918,167.92329,184.1294818,194.5938825,30.24734681,44.7123388,1953.639671,507.99272,2461.632391,3.935027195,18.84284,22.7778672,496.4742489,26.95945622,108.0712417,1304.011279,4614.24127,5918.252549,12.47124068,149.59045,162.0616907,104.5614717,30.84582786,36.51851665
DC54,DC,65.91047,149.78075,0,0,2.38,2883.06894,0,0,0.4,0.1,3.2,5.01,0.111111111,0.019569472,0.065340292,Spruce,15.05,19.40909091,4.359090909,7370.16587,7239.2343,130.93157,1134.508308,7413.16587,8547.674178,7.34619317,350.51,357.8561932,154.4348592,21.14965584,23.88577965,591.3361292,7282.2343,7873.570429,1.161237017,304.13218,305.293417,509.2294859,23.94430704,25.79017427,553.8898,173.93157,727.82137,6.235502963,46.88782,53.12332296,88.82840779,3.709525629,13.70059946
DC55,DC,65.89614,149.75351,0.45,3396.128933,0.82,4985.091361,0.354330709,0.405206976,10.8,182.35,2.8,1.36,0.794117647,0.992597028,0.893357338,Deciduous,3.813636364,11.2,7.386363636,2751.53514,1343.560909,1407.974231,3621.169033,2794.53514,6415.704173,19.63956515,88.578318,108.2178832,184.3813244,31.54874921,59.28506441,3179.50645,1386.560909,4566.067359,9.997059947,50.661182,60.65824195,318.0441517,27.36929646,75.27529998,1047.714871,1450.974231,2498.689102,9.855909615,40.945199,50.80110862,106.3032142,35.4369808,49.18571996
DC56,DC,65.89577,149.75385,0.3,2088.360881,1.15,4267.604294,0.206896552,0.328567074,8.2,213.89,2.5,1.24,0.76635514,0.994236043,0.880295592,Deciduous,4.672727273,13.33636364,8.663636364,3292.304749,1739.258182,1553.046567,2489.95805,3335.304749,5825.262799,13.92054182,106.986381,120.9069228,178.8693344,31.17504039,48.17972919,2017.673518,1782.258182,3799.9317,6.307998065,66.296636,72.60463407,319.8595651,26.88308622,52.33731633,812.7613858,1596.046567,2408.807953,7.755343982,45.107098,52.86244198,104.8001723,35.38349035,45.56747404
DC57,DC,65.88308,149.71782,0.011111111,NA,0.38,NA,0.028409091,0.028409091,0,0,1.5,1.27,0,0,0,Spruce,15,28.36666667,13.36666667,7096.86824,5506.96,1589.90824,23.77166667,7139.86824,7163.639907,0.298505013,236.495588,236.794093,79.63573687,30.19028093,30.25261237,18.1831625,5549.96,5568.143163,0.222544497,205.893,206.1155445,137.532386,26.95555458,27.01466877,5.588504167,1632.90824,1638.496744,0.075960516,45.96049,46.03645052,73.57117173,35.52852113,35.59129181
