project,fire,site,lat,lon,tran,sample,age,Age.Class,decid.dens,decid.bio,spruce.dens,spruce.bio,rel.decid.dens,rel.decid.bio,new.bio.dens,traj.20,treesnagsolC,aboveC,belowC,treesnagsolN,aboveN,belowN,treesnagsolCN,aboveCN,belowCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC35,66.21,-150.26,DC35,1,0,Seedlings,0.9,5.77,7.8,14.53,0.103448276,0.284236453,0.193842365,Spruce,5097.653672,151.2382017,4946.41547,213.0562175,0.398327519,212.65789,23.92633142,379.6830359,23.25996684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC36,66.21,-150.26,DC36,1,0,Seedlings,3.1,29.07,17.2,7.84,0.15270936,0.787591439,0.4701504,Mixed,3440.728453,1065.45118,2375.277273,88.71801839,3.681018393,85.037,38.7827469,289.4446771,27.93227975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC37,66.21,-150.23,DC37,1,0,Seedlings,9.5,57.54,8.8,6.62,0.519125683,0.896820449,0.707973066,Deciduous,2805.183174,2333.475684,471.70749,23.02988013,5.617620129,17.41226,121.8062429,415.3850973,27.09053793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC38,66.19,-150.22,DC38,1,0,Seedlings,2.4,4.13,24,5.96,0.090909091,0.409316155,0.250112623,Spruce,4404.840959,1595.204595,2809.636364,103.5571436,3.725370619,99.831773,42.53536555,428.2002405,28.14370896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC39,66.17,-150.2,DC39,1,0,Seedlings,6.2,61.06,22.2,11.78,0.218309859,0.838275673,0.528292766,Mixed,1872.568032,561.4123417,1311.15569,42.44958575,1.260795752,41.18879,44.1127516,445.2841317,31.83282854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC40,66.16,-150.2,DC40,1,0,Seedlings,24.1,20.02,6.5,0.4,0.787581699,0.980411361,0.88399653,Deciduous,1301.272068,975.1182975,326.15377,14.30170744,2.628067444,11.67364,90.98718266,371.0400582,27.93933769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC41,66.16,-150.18,DC41,1,0,Seedlings,5.8,65.89,13.4,16.48,0.302083333,0.799927158,0.551005246,Mixed,3031.721753,614.3762975,2417.345455,89.79058669,1.319404694,88.471182,33.76436065,465.6465907,27.32353519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC42,66.15,-150.18,DC42,1,0,Seedlings,26.2,20.41,8.6,0.71,0.752873563,0.966382576,0.85962807,Deciduous,3326.419241,2262.278332,1064.140909,42.42832225,4.507140247,37.921182,78.40091394,501.9320918,28.06191297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC43,66.15,-150.18,DC43,1,0,Seedlings,0.2,0.83,5.3,2.29,0.036363636,0.266025641,0.151194639,Spruce,7008.297466,92.368375,6915.929091,249.8172196,0.261764568,249.555455,28.05370053,352.8681353,27.71299506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC44,66.14,-150.17,DC44,1,0,Seedlings,1.8,49.74,16.9,6.99,0.096256684,0.87678477,0.486520727,Mixed,3178.565672,638.8033317,2539.76234,99.31592376,1.96840376,97.34752,32.00459253,324.5286077,26.08964604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC46,66.11,-150.16,DC46,1,0,Seedlings,3.7,62.95,9.2,9.38,0.286821705,0.870316604,0.578569155,Mixed,1442.285274,1073.573924,368.71135,16.6476706,3.296150604,13.35152,86.63586085,325.7053615,27.61568346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC47,66.12,-150.16,DC47,1,0,Seedlings,0,0,6.4,8.76,0,0,0,Spruce,6339.01983,130.6976083,6208.322222,234.2082217,0.397443679,233.810778,27.06574425,328.8456081,26.5527632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC48,66.11,-150.16,DC48,1,0,Seedlings,7.3,92.77,8.4,13.1,0.464968153,0.876263342,0.670615748,Deciduous,1376.224675,502.604675,873.62,31.38745115,0.99445115,30.393,43.84633427,505.4091144,28.74411871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC49,66.11,-150.15,DC49,1,0,Seedlings,3,3.06,24.4,13.13,0.109489051,0.189005559,0.149247305,Spruce,3950.04805,595.81565,3354.2324,126.1679947,2.415094704,123.7529,31.30784522,246.7048804,27.10427311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC50,66.09,-150.16,DC50,1,0,Seedlings,5,0,12.4,1.02,0.287356322,0,0.143678161,Spruce,8309.688378,244.3292867,8065.359091,291.6262499,1.103249869,290.523,28.49430866,221.4632365,27.76151661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC51,66.07,-150.17,DC51,1,0,Seedlings,3.2,215.78,1.4,8.68,0.695652174,0.961329413,0.828490794,Deciduous,870.7835192,454.8709492,415.91257,16.15257657,0.940096569,15.21248,53.90988338,483.8555572,27.34022132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC52,66.07,-150.17,DC52,1,0,Seedlings,17.4,34.46,7.1,14.25,0.710204082,0.707452269,0.708828176,Deciduous,2428.546715,1418.306715,1010.24,36.84929036,3.057290359,33.792,65.90484352,463.9097202,29.89583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC53,66.07,-150.17,DC53,1,0,Seedlings,9.1,29.13,3.4,0.92,0.728,0.969384359,0.84869218,Deciduous,2461.632391,1953.639671,507.99272,22.7778672,3.935027195,18.84284,108.0712417,496.4742489,26.95945622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC54,65.91,-149.78,DC54,1,0,Seedlings,0.4,0.1,3.2,5.01,0.111111111,0.019569472,0.065340292,Spruce,7873.570429,591.3361292,7282.2343,305.293417,1.161237017,304.13218,25.79017427,509.2294859,23.94430704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC55,65.9,-149.75,DC55,1,0,Seedlings,10.8,182.35,2.8,1.36,0.794117647,0.992597028,0.893357338,Deciduous,4566.067359,3179.50645,1386.560909,60.65824195,9.997059947,50.661182,75.27529998,318.0441517,27.36929646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC56,65.9,-149.75,DC56,1,0,Seedlings,8.2,213.89,2.5,1.24,0.76635514,0.994236043,0.880295592,Deciduous,3799.9317,2017.673518,1782.258182,72.60463407,6.307998065,66.296636,52.33731633,319.8595651,26.88308622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC57,65.88,-149.72,DC57,1,0,Seedlings,0,0,1.5,1.27,0,0,0,Spruce,5568.1432,18.1832,5549.96,206.11554,0.22254,205.893,27.01466954,81.70755819,26.95555458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC1,64.06,-142.02,TC1,1,0,Seedlings,13,6.92,2.6,2.47,0.833333333,0.736954207,0.78514377,Deciduous,1604.986865,139.539865,1465.447,58.41239829,0.377888286,58.03451,27.47681849,369.2622136,25.25130306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC10,63.85,-142.22,TC10,1,0,Seedlings,4.5,11.02,4.9,3.32,0.478723404,0.768479777,0.623601591,Mixed,2676.007228,295.2880575,2380.71917,82.32904631,0.844706308,81.48434,32.50380452,349.5748223,29.2168921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC11,63.85,-142.22,TC11,1,0,Seedlings,7.4,0.81,3.6,1.17,0.672727273,0.409090909,0.540909091,Mixed,3487.03687,1122.781415,2364.255455,92.52441145,5.372320449,87.152091,37.68774981,208.9937534,27.12792577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC12,63.82,-142.21,TC12,1,0,Seedlings,14.7,24.96,0.7,1.25,0.954545455,0.952308279,0.953426867,Deciduous,1797.2822,737.6122,1059.67,39.65797411,2.276974106,37.381,45.31956663,323.944044,28.34782376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC13,63.66,-142.29,TC13,1,0,Seedlings,1,2.13,0.1,0.02,0.909090909,0.990697674,0.949894292,Deciduous,4467.223079,803.6721592,3663.55092,143.2369127,2.388362687,140.84855,31.18765265,336.4950238,26.01056894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC15,63.63,-142.32,TC15,1,0,Seedlings,0.6,132.22,0.2,23.02,0.75,0.851713476,0.800856738,Deciduous,3324.817775,1396.005048,1928.812727,74.84373976,2.756194763,72.087545,44.4234586,506.4972428,26.75653231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC17,63.56,-142.37,TC17,1,0,Seedlings,0.4,0.09,0.4,0.16,0.5,0.36,0.43,Mixed,6867.25527,640.8679967,6226.387273,212.7613731,1.88628207,210.875091,32.27679522,339.7519421,29.52642364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC18,63.56,-142.37,TC18,1,0,Seedlings,0.1,1.94,0.3,0.27,0.25,0.877828054,0.563914027,Mixed,4254.525325,813.2380517,3441.287273,128.3580654,1.763247363,126.594818,33.14575763,461.2160884,27.1834766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC2,64.05,-142.06,TC2,1,0,Seedlings,0,0,1.1,3.04,0,0,0,Spruce,5404.862376,1316.694012,4088.168364,144.5322939,2.507584857,142.024709,37.39553446,525.0845284,28.78490928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC20,63.53,-142.39,TC20,1,0,Seedlings,0.1,16.06,0,0,1,1,1,Deciduous,3762.570593,372.3805933,3390.19,119.6680828,0.737809753,118.930273,31.44172203,504.7108578,28.50569426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC23,63.46,-142.47,TC23,1,0,Seedlings,4.4,3,0.4,1.16,0.916666667,0.721153846,0.818910257,Deciduous,4339.945889,1256.549619,3083.39627,115.5288152,2.482655197,113.04616,37.56591705,506.131347,27.27555071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC25,63.42,-142.48,TC25,1,0,Seedlings,0,0,2,1.89,0,0,0,Spruce,5628.023897,720.0767867,4907.94711,169.5017443,2.0509043,167.45084,33.20333912,351.1020903,29.30977898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC26,63.52,-142.39,TC26,1,0,Seedlings,0.1,7.91,0.6,6.17,0.142857143,0.561789773,0.352323458,Mixed,8993.149947,784.2119167,8208.93803,329.0726397,1.602849667,327.46979,27.32876837,489.2610535,25.06777199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC27,63.4,-142.47,TC27,1,0,Seedlings,0.2,0.06,3.4,1.96,0.055555556,0.02970297,0.042629263,Spruce,6449.678153,644.8558125,5804.82234,233.3127421,2.028382053,231.28436,27.64391733,317.9163469,25.09820526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC28,63.4,-142.49,TC28,1,0,Seedlings,4,25.35,6.3,2.28,0.388349515,0.917480999,0.652915257,Mixed,3444.545302,1920.212575,1524.332727,59.33199415,4.978994148,54.353,58.05544465,385.6627499,28.04505229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC29,63.39,-142.52,TC29,1,0,Seedlings,6.6,26.69,7.6,2.92,0.464788732,0.901384667,0.6830867,Deciduous,2534.034,1633.13153,900.90247,36.57394805,3.192718048,33.38123,69.28521899,511.5176177,26.98829462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC3,64.04,-142.06,TC3,1,0,Seedlings,21,6.76,0.4,7.15,0.981308411,0.485981308,0.73364486,Deciduous,1785.159395,266.699395,1518.46,56.45127178,0.57827178,55.873,31.62301466,461.2007783,27.17699068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC4,64.02,-142.08,TC4,1,0,Seedlings,0.1,0.15,2.6,0.27,0.037037037,0.357142857,0.197089947,Spruce,8041.711824,1013.637728,7028.074096,253.2372797,3.260347732,249.976932,31.75563974,310.898656,28.1148906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC5,64.02,-142.09,TC5,1,0,Seedlings,1.3,113.73,0.4,7.33,0.764705882,0.939451512,0.852078697,Deciduous,2428.583024,880.812115,1547.770909,58.85647443,1.82529243,57.031182,41.26280154,482.5594521,27.13902912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC6,63.98,-142.16,TC6,1,0,Seedlings,0,0,7.4,1.03,0,0,0,Spruce,4501.971651,314.80256,4187.169091,143.2280225,0.787749518,142.440273,31.43219861,399.6226628,29.39596368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC7,63.98,-142.16,TC7,1,0,Seedlings,0.1,1.82,0.9,2.08,0.1,0.466666667,0.283333334,Spruce,6060.759374,670.8466467,5389.912727,188.0598639,1.306863927,186.753,32.22781963,513.325552,28.86118417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC8,63.96,-142.17,TC8,1,0,Seedlings,1.3,198.8,2.9,6.55,0.30952381,0.968103238,0.638813524,Mixed,4536.914977,1126.965837,3409.94914,121.812903,2.225712969,119.58719,37.24494587,506.3392507,28.51433452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC9,63.86,-142.23,TC9,1,0,Seedlings,9.2,191.93,1.1,2.48,0.893203883,0.987243455,0.940223669,Deciduous,2468.01501,876.2777367,1591.737273,62.14191923,3.373464227,58.768455,39.71578349,259.7560483,27.08489228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A1,64.88167902,-148.391489,A1,1,55,> 20 years,0.6,2242.182537,0.05,0.021892382,0.923076923,0.999990236,0.96153358,Deciduous,8185.94965,5744.812122,2441.137528,122.7167251,35.96756895,84.20431302,66.70606345,159.7220021,28.99064715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A1,64.88136998,-148.392246,A1,1,55,> 20 years,0.26,270.5928773,6.12,423.8590923,0.040752351,0.389649521,0.215200936,Spruce,8860.252855,3254.51537,5605.737486,192.1885684,26.41132757,162.4297842,46.1018724,123.2242249,34.5117585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A2,64.88080798,-148.391501,A2,1,55,> 20 years,0.35,2807.351979,0.02,1.517631401,0.945945946,0.9994597,0.972702823,Deciduous,9027.760393,6928.521187,2099.239206,132.5116995,44.9513079,85.64389748,68.12802512,154.1339176,24.51125261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A2,64.881387,-148.392841,A2,1,55,> 20 years,0.17,64.62823129,8.15,201.1860877,0.020432692,0.243132994,0.131782843,Spruce,4411.814645,1142.083656,3269.730989,86.94555875,9.906058366,72.84849251,50.74226571,115.2914322,44.88398972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A3,64.88136001,-148.393553,A3,1,55,> 20 years,0.64,1970.683351,0.02,0.217826809,0.96969697,0.999889479,0.984793225,Deciduous,8079.179126,5219.92367,2859.255456,132.2079282,32.20845611,97.05641708,61.10964173,162.06687,29.45972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A3,64.87602904,-148.382426,A3,1,55,> 20 years,0.16,50.50066798,6.76,218.2628078,0.023121387,0.18790004,0.105510714,Spruce,5960.871185,1259.800965,4701.07022,135.7356479,9.83545774,121.1765048,43.91529622,128.0876802,38.79522872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A4,64.87602602,-148.383174,A4,1,55,> 20 years,0.55,2607.149556,0.02,0.741673685,0.964912281,0.999715604,0.982313943,Deciduous,9361.556974,6583.258133,2778.298841,137.423009,41.85199747,92.85958435,68.12219469,157.2985408,29.9193547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A4,64.87573701,-148.382757,A4,1,55,> 20 years,0.23,100.0171862,12.74,293.4801386,0.017733231,0.254175009,0.13595412,Spruce,6047.667186,1745.253133,4302.414053,142.8063174,19.30757149,118.2142829,42.34873706,90.39216216,36.39504422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A5,64.87552998,-148.382685,A5,1,55,> 20 years,0.5,2114.758528,0.03,7.59676942,0.943396226,0.996420595,0.969908411,Deciduous,8169.272629,5709.463345,2459.809284,130.1914333,34.97428998,91.85993327,62.74815801,163.2474411,26.77782573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,A5,64.87569502,-148.382259,A5,1,55,> 20 years,0.41,278.5368746,4.56,400.4260541,0.08249497,0.410238708,0.246366839,Spruce,9905.906111,3332.653381,6573.25273,225.9376666,32.92404329,189.8836287,43.84353553,101.2224821,34.61726941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B1,64.89593396,-148.452662,B1,1,55,> 20 years,0.72,1715.511372,0.74,7.660533667,0.493150685,0.9955544,0.744352543,Deciduous,6837.512785,4313.453861,2524.058924,115.0536909,27.26086519,84.64221323,59.42888692,158.2287954,29.82033229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B1,64.89585802,-148.453067,B1,1,55,> 20 years,0.06,7.510910654,10.19,241.1500674,0.005853659,0.030205426,0.018029543,Spruce,6401.433802,1355.207194,5046.226607,172.0020865,26.42922027,141.1270361,37.2171869,51.27685117,35.75662571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B2,64.89563699,-148.453377,B2,1,55,> 20 years,1.12,2003.087979,0.13,1.884430714,0.896,0.999060121,0.947530061,Deciduous,7343.060961,4977.446056,2365.614905,118.2042216,31.37427778,84.91222247,62.12181649,158.6473509,27.85953348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B2,64.89590202,-148.452381,B2,1,55,> 20 years,0.08,10.71678861,8.43,272.3097781,0.009400705,0.037864956,0.023632831,Spruce,5929.337033,1495.373177,4433.963856,127.9891887,16.64827931,107.7035043,46.32685848,89.8214854,41.16824134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B3,64.895582,-148.452431,B3,1,55,> 20 years,1.32,1706.706098,0.18,9.223577178,0.88,0.994624735,0.937312368,Deciduous,7393.897031,4892.125058,2501.771974,143.4927534,55.47629498,86.62549557,51.52801697,88.18406239,28.88031932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B3,64.88334392,-148.3971348,B3,1,55,> 20 years,0.42,181.2448889,6.76,281.5831748,0.058495822,0.391603066,0.225049444,Spruce,7679.03697,2061.52146,5617.515511,175.9764246,20.15534681,153.1807511,43.63673707,102.2816168,36.67246354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B4,64.88318425,-148.3977779,B4,1,55,> 20 years,0.71,2200.000981,0.1,2.407652808,0.87654321,0.998906809,0.93772501,Deciduous,8396.74242,5711.233983,2685.508437,152.2103958,51.71943057,97.86478698,55.16536751,110.4272402,27.44100835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B4,64.882911,-148.3973,B4,1,55,> 20 years,0.71,419.8976522,4.48,271.0895534,0.136801541,0.607677897,0.372239719,Mixed,6740.270107,2713.928691,4026.341416,144.1404669,22.43035424,119.5167392,46.7618168,120.9935725,33.68851461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B5,64.88296783,-148.3967217,B5,1,55,> 20 years,0.82,1570.473065,0.1,8.21741975,0.891304348,0.994794787,0.943049568,Deciduous,6658.137601,3959.334293,2698.803307,110.2381711,25.00213233,82.74386138,60.39775091,158.3598647,32.61635682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,B5,64.88335004,-148.395643,B5,1,55,> 20 years,0.19,152.8950906,8.77,311.8986333,0.021205357,0.328952571,0.175078964,Spruce,7803.721538,2355.300667,5448.420871,202.4711962,37.65027805,160.937709,38.54237878,62.55732465,33.85422165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C1,64.87651259,-148.3823215,C1,1,55,> 20 years,0.89,2671.42813,0.17,0.325499783,0.839622642,0.99987817,0.919750406,Deciduous,10908.04514,7048.13262,3859.91252,192.8572864,51.8428119,137.4693947,56.56019196,135.9519741,28.07834084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C1,64.87637202,-148.382603,C1,1,55,> 20 years,0.09,72.26687101,6.62,265.1358108,0.013412817,0.214185823,0.11379932,Spruce,7010.231677,2072.1609,4938.070777,168.9708685,36.80230815,129.0171,41.4878123,56.30518856,38.27454482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C2,64.87645199,-148.38304,C2,1,55,> 20 years,1.01,3343.017184,0.14,8.145894167,0.87826087,0.997569234,0.937915052,Deciduous,11673.11065,8759.073323,2914.037323,184.4026838,73.74120972,108.5957855,63.30228176,118.7812535,26.83379756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C2,64.876555,-148.383435,C2,1,55,> 20 years,0.06,80.16757081,3.75,288.8009546,0.015748031,0.217274822,0.116511427,Spruce,8832.583489,2147.016797,6685.566692,224.1188151,28.67815446,189.3472099,39.41027212,74.86593321,35.30850386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C3,64.87674066,-148.382718,C3,1,55,> 20 years,0.51,1887.136353,0.15,2.712795319,0.772727273,0.998564544,0.885645909,Deciduous,8956.951584,5103.539865,3853.411719,189.0031696,38.46581287,146.934077,47.39048346,132.6772914,26.22544611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C3,64.89534404,-148.451976,C3,1,55,> 20 years,0.02,11.42294289,4.11,374.5996682,0.004842615,0.029591383,0.017216999,Spruce,8804.379347,2568.770425,6235.608922,249.6574583,32.74208453,210.520321,35.26583747,78.45470019,29.61998582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C4,64.89521898,-148.451535,C4,1,55,> 20 years,0.92,2010.67128,0.07,0.594228082,0.929292929,0.99970455,0.96449874,Deciduous,7895.47713,5491.831615,2403.645515,131.4595797,43.15806672,85.26716722,60.06011237,127.2492499,28.18957863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C4,64.89503098,-148.451325,C4,1,55,> 20 years,0.07,246.8288343,5.42,505.9597517,0.012750455,0.327885995,0.170318225,Spruce,7063.919477,4234.666306,2829.253171,143.599667,61.97837823,77.55276753,49.19175388,68.32489695,36.48165322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C5,64.89491003,-148.450937,C5,1,55,> 20 years,0.69,1310.144998,0.11,3.6413291,0.8625,0.99722837,0.929864185,Deciduous,6728.148814,3706.36662,3021.782194,178.8950049,40.66571997,134.7489049,37.60948394,91.14228454,22.42528202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MD58,C5,64.89510901,-148.450923,C5,1,55,> 20 years,0.01,52.6023464,4.39,431.4837239,0.002272727,0.10866321,0.055467969,Spruce,7740.831475,2600.924093,5139.907383,191.934048,23.56500649,164.778002,40.3306842,110.3723054,31.19292212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
