project,fire,site,lat,lon,tran,sample,age,Age.Class,decid.dens,decid.bio,spruce.dens,spruce.bio,rel.decid.dens,rel.decid.bio,new.bio.dens,traj.20,treesnagsolC,aboveC,belowC,treesnagsolN,aboveN,belowN,treesnagsolCN,aboveCN,belowCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF76,65.12,-147.47,BF76,2,87,> 20 years,0.008333333,342.8357163,0.09,577.5524374,0.08474576,0.372490362,0.228618061,Spruce,6215.415252,546.00046,5653.38621,181.8405482,1.978941293,178.88669,34.18057916,275.9053348,31.60316852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF77,65.13,-147.47,BF77,2,76,> 20 years,0,0,1.87,2022.79049,0,0,0,Spruce,6842.233576,848.4451417,5970.118376,202.6093976,3.749904771,196.676729,33.77056373,226.2577835,30.35498102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF78,65.15,-147.48,BF78,2,94,> 20 years,0,0,0.52,1098.763769,0,0,0,Spruce,6789.448583,215.6674383,6489.59655,267.3749682,0.696099773,265.4899,25.3929851,309.8225954,24.44385474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF79,65.15,-147.48,BF79,2,96,> 20 years,0,0,0.95,2392.092589,0,0,0,Spruce,3825.232085,554.2546833,3129.60236,101.0568777,2.044711484,96.79693,37.85226865,271.0674282,32.33162829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF80,65.15,-147.47,BF80,2,84,> 20 years,0,0,0.7,1660.293055,0,0,0,Spruce,6623.142543,198.066105,6349.807676,211.5157108,0.671742425,209.601539,31.31276877,294.8542442,30.29466151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF81,65.15,-147.47,BF81,2,176,> 20 years,0.008333333,45.0800728,0.77,968.0112218,0.010706638,0.044497542,0.02760209,Spruce,6862.612237,232.1224683,6541.13027,218.4984825,0.830261889,216.12458,31.40805446,279.5774097,30.26555457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF82,65.15,-147.47,BF82,2,185,> 20 years,0,0,0.48,2878.424423,0,0,0,Spruce,11391.55458,1194.369542,9732.494167,333.2652795,2.917335829,324.749846,34.18164232,409.4042003,29.96920333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF84,65.15,-147.48,BF84,2,94,> 20 years,0,0,0.6,1084.478234,0,0,0,Spruce,6371.61152,350.883525,5981.32007,190.7911576,1.395104246,188.39126,33.39573804,251.5106136,31.74945626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF86,65.14,-147.46,BF86,2,87,> 20 years,0.008333333,103.5937819,1.21,2968.360581,0.006839945,0.033722435,0.02028119,Spruce,6901.087658,685.9910233,5730.8766,175.9494206,1.663095795,167.94432,39.22199707,412.4783583,34.12367027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF87,65.14,-147.47,BF87,2,84,> 20 years,0.008333333,1241.664257,0.23,4151.105735,0.034965034,0.2302461,0.132605567,Spruce,10258.84352,1852.606908,7823.66114,273.0229651,5.035592904,260.93622,37.57502055,367.9024384,29.98304007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF88,65.15,-147.34,BF88,2,84,> 20 years,0.016666667,66.7086957,0.72,710.5577208,0.022624435,0.08582475,0.054224593,Spruce,9472.580212,361.2526867,9076.667195,304.7568197,1.242528138,302.425174,31.08242244,290.740045,30.01293535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF89,65.15,-147.34,BF89,2,85,> 20 years,0.066666667,411.8343191,1.35,1888.17899,0.047058824,0.179057363,0.113058094,Spruce,10954.9415,549.2944117,10192.72362,345.0183129,1.420851909,340.416283,31.75176822,386.5951182,29.94193912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF90,65.15,-147.34,BF90,2,107,> 20 years,0,0,0.67,505.9405892,0,0,0,Spruce,7620.618302,198.3173133,7396.829685,246.2621629,0.527557119,245.242682,30.94514485,375.9162869,30.16126567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC30,66.32,-150.41,DC30,2,70,> 20 years,0,0,0.08,33.30200279,0,0,0,Spruce,5817.38609,17.06770833,5797.95609,189.7710158,0.050219271,189.68722,30.65476603,339.8637215,30.56587624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC31,66.32,-150.4,DC31,2,85,> 20 years,0,0,0.17,1739.403065,0,0,0,Spruce,6579.940853,980.4914008,5303.19977,181.7663375,2.517463916,175.51824,36.19999689,389.4758509,30.21452226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC32,66.28,-150.36,DC32,2,148,> 20 years,0,0,0.87,5349.104089,0,0,0,Spruce,9619.60433,2674.089022,6867.565813,241.3911211,9.66310688,227.22628,39.85069661,276.7318064,30.22346629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC33,66.27,-150.34,DC33,2,186,> 20 years,0,0,1.97,6200.478251,0,0,0,Spruce,6244.237876,1245.622526,5108.831826,173.6873411,5.29398102,167.358112,35.95102462,235.2903271,30.52634715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC34,66.21,-150.27,DC34,2,90,> 20 years,0,0,0.04,0,0,0,0,Spruce,8285.15716,17.06770833,8265.73716,288.6182558,0.050219271,288.54446,28.70628241,339.8637215,28.64632078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC35,66.21,-150.26,DC35,2,90,> 20 years,0,0,0.83,1168.231305,0,0,0,Spruce,6673.55105,166.2382017,6405.78985,236.3337129,0.434327519,234.54642,28.23782933,382.7484892,27.31139469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC36,66.21,-150.26,DC36,2,90,> 20 years,0.016666667,633.1187644,0.5,3009.492168,0.032258065,0.173809055,0.10303356,Spruce,7407.139682,1080.45118,6246.256049,212.3455962,3.717018393,206.076591,34.88247373,290.6768452,30.31036188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC37,66.21,-150.23,DC37,2,90,> 20 years,0.058333333,2375.845878,0.78,4965.186684,0.069582505,0.323639196,0.196610851,Spruce,10248.03348,2348.475684,6900.63215,246.0109994,5.653620129,229.68904,41.65681009,415.3932578,30.04336711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC38,66.19,-150.22,DC38,2,122,> 20 years,0,0,1.4,4077.293349,0,0,0,Spruce,8142.788629,1610.204595,5440.854504,194.9070691,3.761370619,178.660327,41.77780041,428.0898529,30.45362446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC39,66.17,-150.2,DC39,2,95,> 20 years,0.008333333,13.38263298,2.03,2318.30911,0.004088307,0.005739452,0.00491388,Spruce,6828.223613,576.4123417,5839.34438,196.8134894,1.296795752,190.35303,34.69388015,444.4896899,30.67639312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC40,66.16,-150.2,DC40,2,92,> 20 years,0.083333333,505.8487535,1.31,3329.169064,0.059808612,0.131902582,0.095855597,Spruce,6484.468638,990.1182975,5010.76038,174.1755638,2.664067444,165.60127,37.22949705,371.6566184,30.2579828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC41,66.16,-150.18,DC41,2,101,> 20 years,0,0,2.08,1811.431747,0,0,0,Spruce,6067.179545,629.3762975,4900.084895,168.2725258,1.355404694,160.252264,36.05567526,464.3456676,30.57732086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC42,66.15,-150.18,DC42,2,90,> 20 years,0,0,1.83,7455.707754,0,0,0,Spruce,8070.209697,2277.278332,3885.278947,148.9959835,4.543140247,125.707772,54.16394126,501.2564456,30.9072294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC43,66.15,-150.18,DC43,2,93,> 20 years,0.016666667,0,1.12,278.6142876,0.014662757,0,0.007331379,Spruce,7995.479033,107.368375,7799.530458,260.5229679,0.297764568,258.950813,30.69011188,360.5814343,30.11973729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC44,66.14,-150.17,DC44,2,97,> 20 years,0.016666667,52.2841942,2.13,1728.332102,0.007763975,0.029362976,0.018563476,Spruce,6057.8266,653.8033317,5161.6259,175.9545054,2.00440376,170.39292,34.42836878,326.183449,30.29249044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC46,66.11,-150.16,DC46,2,94,> 20 years,0.016666667,18.54586,1.29,2798.339007,0.012755102,0.006583819,0.009669461,Spruce,5209.230403,1088.573924,3755.41077,131.5526458,3.332150604,123.0309,39.59806639,326.6880923,30.52412662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC47,66.12,-150.16,DC47,2,80,> 20 years,0,0,0.28,220.5393007,0,0,0,Spruce,8509.354357,145.6976083,8363.31154,278.7453065,0.433443679,278.142198,30.52734578,336.139654,30.06847433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC48,66.11,-150.16,DC48,2,97,> 20 years,0,0,0.57,2695.833975,0,0,0,Spruce,5263.845034,517.604675,4290.280867,145.5546364,1.03045115,139.494236,36.1640492,502.3087946,30.75597236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC49,66.11,-150.15,DC49,2,87,> 20 years,0,0,1.75,1984.022011,0,0,0,Spruce,6215.244493,610.81565,5524.24491,188.1466786,2.451094704,183.54479,33.0340378,249.2011626,30.09753047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC50,66.09,-150.16,DC50,2,150,> 20 years,0,0,0.26,276.2638949,0,0,0,Spruce,9921.548352,259.3292867,9674.965485,324.322661,1.139249869,322.791542,30.59159764,227.6316142,29.97279738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC51,66.07,-150.17,DC51,2,88,> 20 years,0.1,935.4532729,0.36,1271.933949,0.217391304,0.423783043,0.320587174,Spruce,4014.350862,469.8709492,3367.39362,113.1923311,0.976096569,109.87278,35.46486605,481.3775236,30.64811521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC52,66.07,-150.17,DC52,2,94,> 20 years,0.033333333,476.1274679,1.35,3702.878375,0.024096385,0.11393319,0.069014788,Spruce,4529.21259,1433.306715,2246.09504,83.10731931,3.093290359,69.909148,54.4983598,463.3599012,32.12877147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC53,66.07,-150.17,DC53,2,88,> 20 years,0.008333333,8.082113449,0.96,5415.824799,0.008605852,0.001490091,0.005047972,Spruce,8247.859773,1968.639671,5079.23399,184.1654818,3.971027195,167.92329,44.78504708,495.7507401,30.24734681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC54,65.91,-149.78,DC54,2,74,> 20 years,0,0,2.38,2883.06894,0,0,0,Spruce,8562.674178,606.3361292,7413.16587,357.8921932,1.197237017,350.51,23.92528907,506.4461929,21.14965584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC55,65.9,-149.75,DC55,2,83,> 20 years,0.45,3396.128933,0.82,4985.091361,0.354330709,0.405206976,0.379768843,Mixed,6430.704173,3194.50645,2794.53514,108.2538832,10.03305995,88.578318,59.40391223,318.3980228,31.54874921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC56,65.9,-149.75,DC56,2,86,> 20 years,0.3,2088.360881,1.15,4267.604294,0.206896552,0.328567074,0.267731813,Spruce,5840.262799,2032.673518,3335.304749,120.9429228,6.343998065,106.986381,48.28941341,320.408912,31.17504039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC57,65.88,-149.72,DC57,2,80,> 20 years,0.011111111,0,0.38,0,0.028409091,0.028409091,0.028409091,Spruce,7178.639907,33.1832,7139.86824,236.830093,0.25854,236.495588,30.31135028,128.348418,30.19028093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC1,64.06,-142.02,TC1,2,30,> 20 years,0.025,38.25198866,0.58,264.3261811,0.041322314,0.126420187,0.083871251,Spruce,3950.008553,154.539865,3761.88942,124.878011,0.413888286,123.94533,31.63093745,373.3854526,30.35119936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC10,63.85,-142.22,TC10,2,47,> 20 years,0,0,1.2,974.115406,0,0,0,Spruce,4855.402785,310.2880575,4395.32271,145.4871754,0.880706308,142.5058,33.37340747,352.3172875,30.84311453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC11,63.85,-142.22,TC11,2,30,> 20 years,0,0,1.13,1421.672159,0,0,0,Spruce,6593.616582,1137.781415,5486.877449,187.4471432,5.408320449,180.226971,35.17587129,210.3761095,30.4442638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC12,63.82,-142.21,TC12,2,31,> 20 years,0,0,0.35,1192.722952,0,0,0,Spruce,4957.898164,752.6122,3899.085831,132.0009875,2.312974106,126.177765,37.55955359,325.3872138,30.90152874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC13,63.66,-142.29,TC13,2,66,> 20 years,0,0,0.18,1227.36853,0,0,0,Spruce,6818.240658,818.6721592,5715.05195,205.8126717,2.424362687,199.78625,33.12838128,337.6855136,28.60583223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC15,63.63,-142.32,TC15,2,98,> 20 years,0,0,0.68,3945.983218,0,0,0,Spruce,7288.464046,1411.005048,4969.119313,175.1032852,2.792194763,162.60223,41.62379957,505.3390497,30.55997026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC17,63.56,-142.37,TC17,2,155,> 20 years,0,0,2.25,1880.602052,0,0,0,Spruce,9038.390743,655.8679967,7995.127976,272.9603042,1.92228207,265.609049,33.11247314,341.1923811,30.10111292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC18,63.56,-142.37,TC18,2,115,> 20 years,0,0,0.4,2329.764437,0,0,0,Spruce,7403.213166,828.2380517,6119.692949,208.7437231,1.799247363,201.768321,35.46556062,460.3247273,30.33029625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC2,64.05,-142.06,TC2,2,158,> 20 years,0,0,0.75,4829.036101,0,0,0,Spruce,9314.814949,1331.694012,7098.600999,247.2144083,2.543584857,235.090831,37.67909408,523.5500629,30.19514189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC20,63.53,-142.39,TC20,2,102,> 20 years,0,0,1.4,2467.461244,0,0,0,Spruce,6306.180605,387.3805933,5509.888922,186.8390566,0.773809753,181.010293,33.75193988,500.6147723,30.43964424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC23,63.46,-142.47,TC23,2,96,> 20 years,0,0,0.94,4818.635622,0,0,0,Spruce,8206.418197,1271.549619,6114.16383,213.6562147,2.518655197,202.85366,38.40945235,504.8525977,30.14076172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC25,63.42,-142.48,TC25,2,173,> 20 years,0,0,1,2322.893888,0,0,0,Spruce,6852.753775,735.0767867,5865.4781,197.7342862,2.0869043,192.43308,34.65637601,352.2331075,30.48061227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC26,63.52,-142.39,TC26,2,101,> 20 years,0,0,1.17,2298.766962,0,0,0,Spruce,10574.32881,799.2119167,9332.76881,341.2276419,1.638849667,334.34369,30.98907448,487.6663997,27.91369806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC27,63.4,-142.47,TC27,2,172,> 20 years,0,0,1.34,2860.065089,0,0,0,Spruce,9108.238048,659.8558125,8171.28659,301.2502188,2.064382053,295.7054,30.23479314,319.6384175,27.63320044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC28,63.4,-142.49,TC28,2,104,> 20 years,0,0,0.45,4286.826663,0,0,0,Spruce,6636.074318,1935.212575,3979.625985,142.4891114,5.014994148,128.919392,46.57250126,385.8853107,30.86910296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC29,63.39,-142.52,TC29,2,104,> 20 years,0,0,0.53,4224.949903,0,0,0,Spruce,7657.338257,1648.13153,4930.44314,175.5823821,3.228718048,161.87035,43.61108538,510.4600357,30.45921097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC3,64.04,-142.06,TC3,2,29,> 20 years,0,0,0.6,700.2689386,0,0,0,Spruce,4244.531683,281.699395,3756.4147,124.6508192,0.61427178,121.32117,34.05137416,458.590813,30.96256573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC4,64.02,-142.08,TC4,2,100,> 20 years,0,0,1.55,2785.835104,0,0,0,Spruce,9762.346478,1028.637728,8388.840636,306.7266321,3.296347732,298.575737,31.82751498,312.0537673,28.09619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC5,64.02,-142.09,TC5,2,101,> 20 years,0,0,0.98,3710.464723,0,0,0,Spruce,5210.350848,895.812115,3772.522731,129.9872578,1.86129243,121.869495,40.08355077,481.2849935,30.9554309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC6,63.98,-142.16,TC6,2,87,> 20 years,0,0,0.52,938.0832932,0,0,0,Spruce,6948.236195,329.80256,6418.842095,215.5815898,0.823749518,211.951504,32.23019276,400.3675302,30.28448477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC7,63.98,-142.16,TC7,2,98,> 20 years,0,0,1.6,1941.951273,0,0,0,Spruce,8948.199791,685.8466467,7672.967358,262.773642,1.342863927,254.642543,34.05288187,510.7342843,30.1323073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC8,63.96,-142.17,TC8,2,95,> 20 years,0.111111111,2332.155736,0.92,2878.302446,0.107758621,0.447591297,0.277674959,Spruce,6274.641742,1141.965837,4542.0554,158.9546175,2.261712969,149.94319,39.47442258,504.9119197,30.29184186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,TC,TC9,63.86,-142.23,TC9,2,34,> 20 years,0.033333333,0.581,0.933333333,NA,0.034482759,0.095847408,0.065165084,Spruce,4155.878535,891.2777367,3220.247385,108.2075646,3.409464227,103.069772,38.4065435,261.412843,31.24337352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF58,65.29,-146.55,BF58,1,0,Seedlings,0.79,NA,0.7,NA,0.530201342,0.530201342,0.530201342,Mixed,1941.583719,613.6446283,1327.939091,50.0796467,1.7348287,48.344818,38.76991647,353.7205883,27.46807509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF59,65.29,-146.55,BF59,1,0,Seedlings,0.86,NA,2.1,NA,0.290540541,0.290540541,0.290540541,Spruce,5173.393565,1397.940838,3775.452727,139.1491779,2.854359943,136.294818,37.17875766,489.7563257,27.70063295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF60,65.29,-146.55,BF60,1,0,Seedlings,0,0,0.6,1.62,0,0,0,Spruce,3683.677047,688.5815917,2995.095455,113.8950965,2.497551521,111.397545,32.34271851,275.7026575,26.88654813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF61,65.35,-146.67,BF61,1,0,Seedlings,0.1,13.28,0.6,13.27,0.142857143,0.500188324,0.321522734,Spruce,4003.541011,777.7885508,3225.75246,74.25153081,2.179760808,72.07177,53.91863262,356.8228899,44.75750297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF64,65.3,-146.72,BF64,1,0,Seedlings,1,143.45,0,0,1,1,1,Deciduous,1705.060526,157.9187083,1547.141818,53.64714311,0.339598108,53.307545,31.78287654,465.016455,29.02294259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF65,65.3,-146.72,BF65,1,0,Seedlings,0.4,4.55,0.4,4.91,0.5,0.480972516,0.490486258,Mixed,2707.575728,849.418455,1858.157273,69.11737288,2.547099884,66.570273,39.17359146,333.4845486,27.91271823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF68,65.28,-146.74,BF68,1,0,Seedlings,0.5,23.8,0.6,0.57,0.454545455,0.976610587,0.715578021,Deciduous,3565.213527,254.465345,3310.748182,115.7154956,0.50231359,115.213182,30.81016513,506.5866225,28.73584537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF70,65.12,-147.43,BF70,1,0,Seedlings,4.4,386.52,4.1,6.22,0.517647059,0.98416255,0.750904805,Deciduous,4270.648854,825.1406717,3445.508182,131.1733339,2.270333948,128.903,32.55729442,363.4446256,26.72946465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF71,65.12,-147.43,BF71,1,0,Seedlings,3.7,180.79,2.1,17.26,0.637931034,0.91285029,0.775390662,Deciduous,3071.772404,516.681495,2555.090909,97.57434999,1.03225899,96.542091,31.48135144,500.5347495,26.46608213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF72,65.12,-147.43,BF72,1,0,Seedlings,7.6,69.5,6.5,9.9,0.539007092,0.875314861,0.707160977,Deciduous,2931.730228,1193.43841,1738.291818,66.99747792,2.43811392,64.559364,43.75881479,489.4924721,26.92547928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF73,65.12,-147.45,BF73,1,0,Seedlings,5.1,197.54,4.9,4.79,0.51,0.976325804,0.743162902,Deciduous,3388.888301,849.7373917,2539.150909,96.08928006,3.194462064,92.894818,35.26812042,266.0032815,27.33361197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF75,65.12,-147.47,BF75,1,0,Seedlings,0.4,87.53,0.2,9.17,0.666666667,0.905170631,0.785918649,Deciduous,3568.540053,1041.42278,2527.117273,92.95980004,3.26589104,89.693909,38.38799192,318.8786053,28.17490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF76,65.12,-147.47,BF76,1,0,Seedlings,7.8,243.9,2.2,14,0.78,0.945715394,0.862857697,Deciduous,2675.09499,531.00046,2144.09453,69.48428129,1.942941293,67.54134,38.49928272,273.2972231,31.74492141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF77,65.13,-147.47,BF77,1,0,Seedlings,10.1,56.39,5.4,6.77,0.651612903,0.892811906,0.772212405,Deciduous,3179.138778,833.4451417,2345.693636,89.84054077,3.713904771,86.126636,35.38646084,224.4120927,27.23540295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF78,65.15,-147.48,BF78,1,0,Seedlings,3.8,18.26,0.6,7.24,0.863636364,0.716078431,0.789857398,Deciduous,5889.994908,200.6674383,5689.32747,244.6712598,0.660099773,244.01116,24.07309675,303.9956178,23.31584945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF79,65.15,-147.48,BF79,1,0,Seedlings,22.4,42.83,11.2,25.81,0.666666667,0.623980186,0.645323427,Mixed,1485.320313,539.2546833,946.06563,36.28141148,2.008711484,34.2727,40.93887896,268.4580078,27.60405892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF80,65.15,-147.47,BF80,1,0,Seedlings,15,179.58,8.2,18.11,0.646551724,0.908391927,0.777471826,Deciduous,1931.455196,183.066105,1748.389091,61.49901543,0.635742425,60.863273,31.40627834,287.9564078,28.72650459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF81,65.15,-147.47,BF81,1,0,Seedlings,13.5,335.76,11.5,5.8,0.54,0.983019089,0.761509545,Deciduous,4605.258178,217.1224683,4388.13571,147.0424219,0.794261889,146.24816,31.31924868,273.3638253,30.00472423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF82,65.15,-147.47,BF82,1,0,Seedlings,14.9,114.9,2.1,3.09,0.876470588,0.97381134,0.925140964,Deciduous,3509.873178,1179.369542,2330.503636,79.76419983,2.881335829,76.882864,44.003114,409.3134615,30.31239362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF84,65.15,-147.48,BF84,1,0,Seedlings,1.1,4.71,12.9,4.67,0.078571429,0.502132196,0.290351813,Spruce,5228.614445,335.883525,4892.73092,143.0438642,1.359104246,141.68476,36.55252515,247.1359544,34.53251373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF86,65.14,-147.46,BF86,1,0,Seedlings,25.2,29.43,16.3,9.58,0.607228916,0.754421943,0.68082543,Deciduous,2030.686503,670.9910233,1359.69548,39.6636458,1.627095795,38.03655,51.19767643,412.3856907,35.74707696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF87,65.14,-147.47,BF87,1,0,Seedlings,52.1,132.03,6.6,3.09,0.887563884,0.977131439,0.932347662,Deciduous,2840.599098,1837.606908,1002.99219,44.3331229,4.999592904,39.33353,64.07396799,367.5513073,25.49967394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF88,65.15,-147.34,BF88,1,0,Seedlings,1.1,11.23,6.3,1.29,0.148648649,0.896964856,0.522806753,Mixed,6503.629051,346.2526867,6157.376364,210.2422101,1.206528138,209.035682,30.93398346,286.9826868,29.45610197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF89,65.15,-147.34,BF89,1,0,Seedlings,0,0,2.6,0.1,0,0,0,Spruce,6951.20623,534.2944117,6416.911818,213.5488519,1.384851909,212.164,32.55089488,385.8133915,30.24505485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,BF,BF90,65.15,-147.34,BF90,1,0,Seedlings,0.1,12.34,6.5,2.86,0.015151515,0.811842105,0.41349681,Mixed,5596.891858,183.3173133,5413.574545,191.0713301,0.491557119,190.579773,29.2921594,372.9318653,28.40581904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC30,66.32,-150.41,DC30,1,0,Seedlings,2.7,364.49,0.6,26.01,0.818181818,0.933393086,0.875787452,Deciduous,1210.179508,2.067708333,1208.1118,46.42453927,0.014219271,46.41032,26.06766868,145.4159171,26.03110257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC31,66.32,-150.4,DC31,1,0,Seedlings,0.7,2.01,0.4,0.26,0.636363636,0.885462555,0.760913096,Deciduous,1392.346361,965.4914008,426.85496,18.12536392,2.481463916,15.6439,76.81756721,389.0813784,27.28571264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC32,66.28,-150.36,DC32,1,0,Seedlings,0,0,6,0.23,0,0,0,Spruce,6614.923567,2659.089022,3955.834545,152.1590619,9.62710688,142.531955,43.47374047,276.2085282,27.7540187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC33,66.27,-150.34,DC33,1,0,Seedlings,0,0,2.6,6.12,0,0,0,Spruce,4394.131097,1230.622526,3163.508571,105.045124,5.25798102,99.787143,41.83089066,234.0484915,31.70256684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFSP,DC,DC34,66.21,-150.27,DC34,1,0,Seedlings,0.5,12.77,0.6,2.15,0.454545455,0.855898123,0.655221789,Mixed,7316.004178,2.067708333,7313.93647,283.4897293,0.014219271,283.47551,25.80694615,145.4159171,25.80094651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
